OrderDetailID	OrderID	ProductID	Quantity
1496	11028	55	35
1497	11028	59	24
1498	11029	56	20
1499	11029	63	12
1500	11030	2	100
1501	11030	5	70
1502	11030	29	60
1503	11030	59	100
1504	11031	1	45
1505	11031	13	80
1506	11031	24	21
1507	11031	64	20
1508	11031	71	16
1509	11032	36	35
1510	11032	38	25
1511	11032	59	30
1512	11033	53	70
1513	11033	69	36
1514	11034	21	15
1515	11034	44	12
1516	11034	61	6
1517	11035	1	10
1518	11035	35	60
1519	11035	42	30
1520	11035	54	10
1521	11036	13	7
1522	11036	59	30
1523	11037	70	4
1524	11038	40	5
1525	11038	52	2
1526	11038	71	30
1527	11039	28	20
1528	11039	35	24
1529	11039	49	60
1530	11039	57	28
1531	11040	21	20
1532	11041	2	30
1533	11041	63	30
1534	11042	44	15
1535	11042	61	4
1536	11043	11	10
1537	11044	62	12
1538	11045	33	15
1539	11045	51	24
1540	11046	12	20
1541	11046	32	15
1542	11046	35	18
1543	11047	1	25
1544	11047	5	30
1545	11048	68	42
1546	11049	2	10
1547	11049	12	4
1548	11050	76	50
1549	11051	24	10
1550	11052	43	30
1551	11052	61	10
1552	11053	18	35
1553	11053	32	20
1554	11053	64	25
1555	11054	33	10
1556	11054	67	20
1557	11055	24	15
1558	11055	25	15
1559	11055	51	20
1560	11055	57	20
1561	11056	7	40
1562	11056	55	35
1563	11056	60	50
1564	11057	70	3
1565	11058	21	3
1566	11058	60	21
1567	11058	61	4
1568	11059	13	30
1569	11059	17	12
1570	11059	60	35
1571	11060	60	4
1572	11060	77	10
1573	11061	60	15
1574	11062	53	10
1575	11062	70	12
1576	11063	34	30
1577	11063	40	40
1578	11063	41	30
1579	11064	17	77
1580	11064	41	12
1581	11064	53	25
1582	11064	55	4
1583	11064	68	55
1584	11065	30	4
1585	11065	54	20
1586	11066	16	3
1587	11066	19	42
1588	11066	34	35
1589	11067	41	9
1590	11068	28	8
1591	11068	43	36
1592	11068	77	28
1593	11069	39	20
1594	11070	1	40
1595	11070	2	20
1596	11070	16	30
1597	11070	31	20
1598	11071	7	15
1599	11071	13	10
1600	11072	2	8
1601	11072	41	40
1602	11072	50	22
1603	11072	64	130
1604	11073	11	10
1605	11073	24	20
1606	11074	16	14
1607	11075	2	10
1608	11075	46	30
1609	11075	76	2
1610	11076	6	20
1611	11076	14	20
1612	11076	19	10
1613	11077	2	24
1614	11077	3	4
1615	11077	4	1
1616	11077	6	1
1617	11077	7	1
1618	11077	8	2
1619	11077	10	1
1620	11077	12	2
1621	11077	13	4
1622	11077	14	1
1623	11077	16	2
1624	11077	20	1
1625	11077	23	2
1626	11077	32	1
1627	11077	39	2
1628	11077	41	3
1629	11077	46	3
1630	11077	52	2
1631	11077	55	2
1632	11077	60	2
1633	11077	64	2
1634	11077	66	1
1635	11077	73	2
1636	11077	75	4
1637	11077	77	2
